School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
2951,Regentville Public School,Australia,New South Wales,Regentville ,2745,686,Primary School,Penrith,-33.77728,150.668311
2955,Repton Public School,Australia,New South Wales,REPTON,2454,68,Primary School,Bellingen,-30.446021,153.029037
2958,Revesby Public School,Australia,New South Wales,Revesby ,2212,329,Primary School,Canterbury-Bankstown,-33.944449,151.017145
2965,Richmond North Public School,Australia,New South Wales,NORTH RICHMOND,2754,237,Primary School,Hawkesbury,-33.580591,150.716871
2968,The Risk Public School,Australia,New South Wales,THE RISK,2474,32,Primary School,Kyogle,-28.476943,152.93397
2970,Riverstone Public School,Australia,New South Wales,Riverstone,2765,340,Primary School,Blacktown,-33.678387,150.871019
2971,Robertson Public School,Australia,New South Wales,ROBERTSON,2577,143,Primary School,Wingecarribee,-34.589625,150.592483
2973,Rockdale Public School,Australia,New South Wales,Rockdale ,2216,429,Primary School,Bayside,-33.952626,151.141681
2974,Rockley Public School,Australia,New South Wales,Rockley ,2795,24,Primary School,Bathurst Regional,-33.69193,149.562554
2976,The Rock Central School,Australia,New South Wales,The Rock ,2655,183,Central/Community School,Lockhart,-35.266335,147.115239
2980,Whian Whian Public School,Australia,New South Wales,Whian Whian ,2480,17,Primary School,Lismore,-28.638212,153.314317
2983,Rocky River Public School,Australia,New South Wales,Uralla ,2358,33,Primary School,Uralla,-30.612856,151.491788
2985,Rollands Plains Upper Public School,Australia,New South Wales,Rollands Plains ,2441,30,Primary School,Port Macquarie-Hastings,-31.239302,152.631805
2987,Rosebank Public School,Australia,New South Wales,Rosebank ,2480,38,Primary School,Lismore,-28.678336,153.388262
2988,Rose Bay Public School,Australia,New South Wales,Rose Bay ,2029,623,Primary School,Woollahra,-33.873011,151.270962
2994,Roseville Public School,Australia,New South Wales,Roseville ,2069,646,Primary School,Ku-Ring-Gai,-33.781883,151.188666
2996,Rosewood Public School,Australia,New South Wales,ROSEWOOD,2652,18,Primary School,Snowy Valleys,-35.670202,147.860832
2997,Ross Hill Public School,Australia,New South Wales,Inverell,2360,618,Primary School,Inverell,-29.770176,151.103091
2999,Rossmore Public School,Australia,New South Wales,Rossmore ,2171,88,Primary School,Camden,-33.946493,150.770857
3006,Rous Public School,Australia,New South Wales,Alstonville ,2477,77,Primary School,Ballina,-28.870683,153.406624
3008,Rouse Hill Public School,Australia,New South Wales,Rouse Hill ,2155,645,Primary School,The Hills Shire,-33.679219,150.920985
3013,Rukenvale Public School,Australia,New South Wales,Rukenvale ,2474,11,Primary School,Kyogle,-28.468321,152.894396
3020,Rydalmere Public School,Australia,New South Wales,RYDALMERE,2116,154,Primary School,Parramatta,-33.814317,151.044705
3021,Ryde Public School,Australia,New South Wales,Ryde,2112,620,Primary School,Ryde,-33.812552,151.108015
3022,North Ryde Public School,Australia,New South Wales,North Ryde ,2113,383,Primary School,Ryde,-33.794766,151.120042
3023,West Ryde Public School,Australia,New South Wales,West Ryde ,2114,669,Primary School,Ryde,-33.808363,151.085097
3024,Rye Park Public School,Australia,New South Wales,Rye Park ,2586,13,Primary School,Hilltops,-34.521629,148.906651
3025,Rylstone Public School,Australia,New South Wales,RYLSTONE,2849,76,Primary School,Mid-Western Regional,-32.795564,149.972877
3029,St Johns Park Public School,Australia,New South Wales,St Johns Park ,2176,782,Primary School,Fairfield,-33.887204,150.899278
3031,St Marys Public School,Australia,New South Wales,St Marys ,2760,262,Primary School,Penrith,-33.768364,150.770634
3032,St Peters Public School,Australia,New South Wales,St Peters ,2044,115,Primary School,Inner West,-33.912993,151.176696
3035,Salt Ash Public School,Australia,New South Wales,SALT ASH,2318,87,Primary School,Port Stephens,-32.787841,151.903848
3038,Sans Souci Public School,Australia,New South Wales,Sans Souci ,2219,641,Primary School,Georges River,-33.99499,151.12923
3041,Savernake Public School,Australia,New South Wales,Savernake,2646,10,Primary School,Federation,-35.732197,146.047569
3042,Sawtell Public School,Australia,New South Wales,Sawtell ,2452,352,Primary School,Coffs Harbour,-30.363316,153.09764
3045,Scarborough Public School,Australia,New South Wales,Scarborough ,2515,68,Primary School,Wollongong,-34.266182,150.966036
3046,Schofields Public School,Australia,New South Wales,Schofields ,2762,448,Primary School,Blacktown,-33.693115,150.875247
3048,Seaham Public School,Australia,New South Wales,Seaham ,2324,202,Primary School,Port Stephens,-32.662095,151.729362
3053,Seven Hills North Public School,Australia,New South Wales,Seven Hills ,2147,273,Primary School,Blacktown,-33.759976,150.955041
3060,Shellharbour Public School,Australia,New South Wales,Shellharbour ,2529,482,Primary School,Shellharbour,-34.578968,150.865109
3065,Shortland Public School,Australia,New South Wales,Shortland ,2307,240,Primary School,Newcastle,-32.881435,151.695063
3070,Singleton Public School,Australia,New South Wales,Singleton ,2330,466,Primary School,Singleton,-32.563135,151.171752
3073,Smithfield Public School,Australia,New South Wales,Smithfield ,2164,579,Primary School,Fairfield,-33.853583,150.933495
3075,Smithtown Public School,Australia,New South Wales,Smithtown ,2440,62,Primary School,Kempsey,-31.018188,152.941365
3077,Sofala Public School,Australia,New South Wales,Sofala ,2795,7,Primary School,Bathurst Regional,-33.082242,149.695172
3078,Somersby Public School,Australia,New South Wales,Gosford ,2250,59,Primary School,Central Coast,-33.358368,151.291312
3079,Somerton Public School,Australia,New South Wales,Somerton ,2340,27,Primary School,Tamworth Regional,-30.938432,150.641556
3083,South West Rocks Public School,Australia,New South Wales,SOUTH WEST ROCKS,2431,327,Primary School,Kempsey,-30.891502,153.039879
3089,Spring Hill Public School,Australia,New South Wales,Spring Hill ,2800,39,Primary School,Orange,-33.399574,149.151294
3091,Spring Ridge Public School,Australia,New South Wales,Spring Ridge ,2343,33,Primary School,Liverpool Plains,-31.392399,150.254649
3093,Spring Terrace Public School,Australia,New South Wales,Spring Terrace,2798,25,Primary School,Cabonne,-33.393976,149.097369
3095,Springwood Public School,Australia,New South Wales,Springwood ,2777,460,Primary School,Blue Mountains,-33.704613,150.573472
3103,Stanwell Park Public School,Australia,New South Wales,Stanwell Park ,2508,156,Primary School,Wollongong,-34.228715,150.984536
3104,Warrawong Public School,Australia,New South Wales,WARRAWONG,2502,268,Primary School,Wollongong,-34.481367,150.877847
3109,Stockinbingal Public School,Australia,New South Wales,Stockinbingal ,2725,25,Primary School,Cootamundra-Gundagai,-34.497611,147.883065
3110,Stockton Public School,Australia,New South Wales,Stockton ,2295,241,Primary School,Newcastle,-32.910956,151.781095
3112,Stokers Siding Public School,Australia,New South Wales,Stokers Siding ,2484,17,Primary School,Tweed,-28.393823,153.404371
3119,Stratford Public School,Australia,New South Wales,Stratford ,2422,13,Primary School,Mid-Coast,-32.116885,151.93922
3122,Stratheden Public School,Australia,New South Wales,Stratheden ,2470,27,Primary School,Richmond Valley,-28.755713,152.937222
3123,Strathfield North Public School,Australia,New South Wales,North Strathfield ,2137,573,Primary School,Canada Bay,-33.854531,151.09204
3124,Strathfield South Public School,Australia,New South Wales,STRATHFIELD,2135,801,Primary School,Strathfield,-33.89078,151.084702
3125,Stroud Public School,Australia,New South Wales,Stroud ,2425,84,Primary School,Mid-Coast,-32.402533,151.964239
3126,Stroud Road Public School,Australia,New South Wales,Stroud Road ,2415,13,Primary School,Mid-Coast,-32.347986,151.932369
3127,Stuart Town Public School,Australia,New South Wales,Stuart Town ,2820,15,Primary School,Dubbo,-32.802566,149.068273
3129,Summer Hill Public School,Australia,New South Wales,Summer Hill ,2130,776,Primary School,Inner West,-33.895815,151.135853
3136,Sutherland Public School,Australia,New South Wales,Sutherland,2232,286,Primary School,Sutherland Shire,-34.033001,151.059149
3137,Sutton Public School,Australia,New South Wales,Sutton ,2620,279,Primary School,Yass Valley,-35.165611,149.254979
3141,Swansea Public School,Australia,New South Wales,Swansea ,2281,235,Primary School,Lake Macquarie,-33.084061,151.636301
3143,Sylvania Public School,Australia,New South Wales,Sylvania ,2224,122,Primary School,Sutherland Shire,-34.008118,151.112077
3145,Tabulam Public School,Australia,New South Wales,Tabulam,2469,32,Primary School,Kyogle,-28.888649,152.568703
3147,Tacoma Public School,Australia,New South Wales,Tacoma ,2259,216,Primary School,Central Coast,-33.28298,151.458936
3148,Tahmoor Public School,Australia,New South Wales,Tahmoor ,2573,378,Primary School,Wollondilly,-34.227663,150.588951
3153,Tallimba Public School,Australia,New South Wales,Tallimba ,2669,24,Primary School,Bland,-33.993586,146.877792
3154,Tallong Public School,Australia,New South Wales,TALLONG,2579,67,Primary School,Goulburn Mulwaree,-34.721496,150.083341
3156,Tambar Springs Public School,Australia,New South Wales,Tambar Springs ,2381,6,Primary School,Gunnedah,-31.348351,149.827874
3157,Tamworth Public School,Australia,New South Wales,Tamworth ,2340,923,Primary School,Tamworth Regional,-31.084712,150.935305
3158,Tamworth West Public School,Australia,New South Wales,West Tamworth ,2340,385,Primary School,Tamworth Regional,-31.09158,150.920563
3159,Tanja Public School,Australia,New South Wales,Tanja ,2550,8,Primary School,Bega Valley,-36.64029,149.975072
3162,Tarago Public School,Australia,New South Wales,Tarago ,2580,38,Primary School,Goulburn Mulwaree,-35.067671,149.654751
3163,Taralga Public School,Australia,New South Wales,Taralga ,2580,32,Primary School,Upper Lachlan Shire,-34.397974,149.820962
3165,Tarcutta Public School,Australia,New South Wales,Tarcutta ,2652,12,Primary School,Wagga Wagga,-35.279294,147.738339
3167,Taree Public School,Australia,New South Wales,Taree ,2430,85,Primary School,Mid-Coast,-31.910904,152.462158
3168,Taren Point Public School,Australia,New South Wales,Taren Point,2229,87,Primary School,Sutherland Shire,-34.01808,151.12269
3173,Tathra Public School,Australia,New South Wales,Tathra ,2550,229,Primary School,Bega Valley,-36.732802,149.979602
3175,Tea Gardens Public School,Australia,New South Wales,Tea Gardens ,2324,187,Primary School,Mid-Coast,-32.667785,152.157991
3176,Telegraph Point Public School,Australia,New South Wales,Telegraph Point ,2441,110,Primary School,Port Macquarie-Hastings,-31.334143,152.793129
3178,Temora Public School,Australia,New South Wales,Temora ,2666,266,Primary School,Temora,-34.444843,147.535265
3180,Tenambit Public School,Australia,New South Wales,Tenambit ,2323,370,Primary School,Maitland,-32.742528,151.604859
3182,The Sir Henry Parkes Memorial Public School,Australia,New South Wales,TENTERFIELD,2372,237,Primary School,Tenterfield,-29.056081,152.026106
3183,Teralba Public School,Australia,New South Wales,Teralba ,2284,70,Primary School,Lake Macquarie,-32.962493,151.605976
3185,Terara Public School,Australia,New South Wales,Terara ,2540,92,Primary School,Shoalhaven,-34.866633,150.63038
3189,Terranora Public School,Australia,New South Wales,Terranora ,2486,446,Primary School,Tweed,-28.240248,153.499272
3190,Terrey Hills Public School,Australia,New South Wales,Terrey Hills ,2084,243,Primary School,Northern Beaches,-33.685723,151.222619
3191,Terrigal Public School,Australia,New South Wales,Terrigal ,2260,835,Primary School,Central Coast,-33.442449,151.438197
3195,Tharbogang Public School,Australia,New South Wales,Tharbogang ,2680,43,Primary School,Griffith,-34.26162,145.984922
3200,Thirlmere Public School,Australia,New South Wales,Thirlmere ,2572,380,Primary School,Wollondilly,-34.204832,150.569311
3201,Thirroul Public School,Australia,New South Wales,Thirroul,2515,499,Primary School,Wollongong,-34.31521,150.918701
3204,Thornton Public School,Australia,New South Wales,Thornton ,2322,658,Primary School,Maitland,-32.779381,151.639454
3208,Thurgoona Public School,Australia,New South Wales,Thurgoona ,2640,575,Primary School,Albury,-36.047283,146.983289
3213,Tighes Hill Public School,Australia,New South Wales,Tighes Hill ,2297,357,Primary School,Newcastle,-32.908099,151.751254
3214,Central Tilba Public School,Australia,New South Wales,Central Tilba ,2546,38,Primary School,Eurobodalla,-36.315664,150.07194
3218,Tingha Public School,Australia,New South Wales,Tingha ,2369,51,Primary School,Armidale Regional,-29.959145,151.213606
3219,Tinonee Public School,Australia,New South Wales,Tinonee ,2430,168,Primary School,Mid-Coast,-31.932855,152.413577
3221,Tintinhull Public School,Australia,New South Wales,Kootingal ,2352,90,Primary School,Tamworth Regional,-31.085665,151.008427
3222,Tirranna Public School,Australia,New South Wales,Goulburn ,2580,24,Primary School,Goulburn Mulwaree,-34.821486,149.682068
3225,Tocumwal Public School,Australia,New South Wales,Tocumwal,2714,147,Primary School,Berrigan,-35.813862,145.56885
3226,Tomerong Public School,Australia,New South Wales,Tomerong ,2540,170,Primary School,Shoalhaven,-35.054973,150.587182
3235,Tooleybuc Central School,Australia,New South Wales,Tooleybuc ,2736,116,Central/Community School,Murray River,-35.026575,143.338058
3236,Main Arm Upper Public School,Australia,New South Wales,Upper Main Arm,2482,109,Primary School,Byron,-28.498479,153.41241
3239,Toomelah Public School,Australia,New South Wales,Boggabilla ,2409,36,Primary School,Moree Plains,-28.670903,150.478952
3240,Toongabbie Public School,Australia,New South Wales,Toongabbie ,2146,630,Primary School,Parramatta,-33.787181,150.966667
3242,Tooraweenah Public School,Australia,New South Wales,Tooraweenah ,2831,13,Primary School,Gilgandra,-31.434763,148.912216
3247,Toronto Public School,Australia,New South Wales,Toronto ,2283,164,Primary School,Lake Macquarie,-33.00826,151.594778
3249,Tottenham Central School,Australia,New South Wales,Tottenham ,2873,89,Central/Community School,Lachlan,-32.245635,147.3521
3250,Toukley Public School,Australia,New South Wales,Toukley ,2263,551,Primary School,Central Coast,-33.267795,151.550307
3252,Towamba Public School,Australia,New South Wales,Towamba ,2550,21,Primary School,Bega Valley,-37.084209,149.695158
3254,Trangie Central School,Australia,New South Wales,Trangie ,2823,218.3,Central/Community School,Narromine,-32.032544,147.979305
3255,Tregeagle Public School,Australia,New South Wales,TREGEAGLE,2480,117,Primary School,Lismore,-28.854095,153.354412
